year,rank,name,slug,cuisine,price,price_num,location,city,address,full_address,lat,lng,description,image,url,prev_rank
2026,4,Copra,copra,South Indian,$$$,3,San Francisco,San Francisco,1700 Fillmore St.,"1700 Fillmore St., San Francisco, CA",37.78536,-122.432842,"Chef Srijith Gopinathan’s restaurants on the Peninsula (including No. 70, Eylan) are firmly Cal-Indian, with local persimmons in the chaat and tomatillos in the butter chicken sauce. Not so with Copra, his San Francisco restaurant. Why? He was tired of commuting to the South Bay to find the food he grew up with in Kerala and Tamil Nadu, so he built the restaurant he wanted to see in the world.",https://s.hdnux.com/photos/0/0/0/30212006/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#copra-listing,7
2026,5,Sun Moon Studio,sun-moon-studio,Fine dining,$$$$,4,East Bay,Oakland,"1940 Union St., Suite 21","1940 Union St., Suite 21, Oakland, CA",37.8144902,-122.2860402,"When Sun Moon Studio landed near the tippy top of this list last year, it was already a difficult restaurant to book. With just 12 seats in the dining room and four hands in the kitchen, it’s an operation that is modest in size, if not ambition. Sarah Cooper handles all the baking, Alan Hsu oversees the cooking, and where their talents intertwine — a roe-topped egg custard tart in the flakiest shell, a mini lap cheong hot dog on a steamed brioche bun — dazzling things occur.",https://s.hdnux.com/photos/0/0/0/30211970/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#sun-moon-studio-listing,4
2026,6,Popoca,popoca,Salvadoran,$$,2,East Bay,Oakland,906 Washington St.,"906 Washington St., Oakland, CA",37.801346,-122.274453,"Popoca is California’s crown jewel for Salvadoran cooking, not only for its high-caliber pupusas but for the way it widens diners’ perspectives of the cuisine. Snack like a Salvi and order craggy fried chicken wings drizzled with chile-laced syrup or the “guaca-mol,” mashed avocados garnished with smoked egg yolk and accompanied by tostadas brushed with rendered beef fat.",https://s.hdnux.com/photos/0/0/0/30807611/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#popoca-listing,5
2026,7,Breadbelly,breadbelly,Asian American bakery,$,1,San Francisco,San Francisco,1408 Clement St.,"1408 Clement St., San Francisco, CA",37.782751,-122.474399,"Since 2018, Breadbelly has quietly slung superlative sandwiches and cult-status pastries out of a minuscule storefront in the Richmond District. But last summer brought major changes: The Asian American bakery opened a second location inside an enormous former shipbuilding facility — big enough to house indoor pickleball courts — at Pier 70.",https://s.hdnux.com/photos/0/0/0/30212009/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#breadbelly-listing,8
2026,8,Rich Table,rich-table,American,$$$,3,San Francisco,San Francisco,199 Gough St.,"199 Gough St., San Francisco, CA",37.77485,-122.422843,"For nearly 14 years, Rich Table has been a paragon of hospitality and a stalwart of thrilling, intrinsically delicious cooking — a formula for staying perpetually booked. The restaurant’s defining dishes continue to stun, from crackly doughnuts powdered in porcini mushrooms to pasta coated in luxurious uni butter.",https://s.hdnux.com/photos/0/0/0/30531024/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#rich-table-listing,3
2026,9,SingleThread,singlethread,Fine dining,$$$$,4,North Bay,Healdsburg,131 North St.,"131 North St., Healdsburg, CA",38.612435,-122.869694,"At tasting menu restaurants, it is customary to begin with a parade of amuse-bouches, wee little bites that prime you for an evening of — one hopes — surprise and delight. If this procession is normally akin to a Fourth of July celebration, the opening of a meal at SingleThread is an extravaganza worthy of the Platinum Jubilee.",https://s.hdnux.com/photos/0/0/0/30807671/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#singlethread-listing,9
2026,10,Fù Huì Huá,fu-hui-hua,Fine dining,$$$$,4,San Francisco,San Francisco,2809 24th St.,"2809 24th St., San Francisco, CA",37.7527,-122.408433,"Last year, William Ge and his son Tao Ge, both from Shanghai, opened Fù Huì Huá out of frustration that high-end Chinese cuisine lacked representation in the United States. Initially, non-Asian diners at their eight-seat counter expressed some confusion. “Why are you speaking Chinese?” one asked. “Isn’t this a Japanese restaurant?” Another, when presented with a serving of clay pot rice, gleefully professed their love for Korean bibimbap.",https://s.hdnux.com/photos/0/0/0/30807676/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#fu-hui-hua-listing,
2026,11,Taishan Cuisine,taishan-cuisine,Cantonese,$$,2,San Francisco,San Francisco,781 Broadway,"781 Broadway, San Francisco, CA",37.797268,-122.409846,"After last year’s Top 100 gala, where did the chef honorees go to celebrate? Taishan Cuisine, of course. Open every day until 3 a.m., the no-frills Chinatown restaurant draws a motley crew of international Chinese students, solo diners deep in their cups and hospitality workers in need of a late-night meal.",https://s.hdnux.com/photos/0/0/0/30807679/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#taishan-cuisine-listing,21
2026,12,Jules,jules,Pizza,$$,2,San Francisco,San Francisco,237 Fillmore St.,"237 Fillmore St., San Francisco, CA",37.77177,-122.4306,"After five years of frenzied experimentation with regional styles, the Bay Area pizza scene has yielded a definitive cross-pollinated breed that mixes East Coast technique with West Coast sensibility. Jules is the brightest star of this emergent tradition: Chef-owner Max Blachman-Gentile, a Tartine Bakery vet, uses Bay Area sourdough to produce crispy New Haven-style pizzas with bubbly, charred crusts that have a distinctive exterior crackle and incredibly chewy interior.",https://s.hdnux.com/photos/0/0/0/30808158/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#jules-listing,
2026,13,Soba Ichi,soba-ichi,Japanese,$,1,East Bay,Oakland,2311A Magnolia St.,"2311A Magnolia St., Oakland, CA",37.817068,-122.285025,"Soba Ichi chef Koichi Ishii is a virtuoso in the art of soba: beautifully supple buckwheat strings, which he makes from scratch. Diners line up six days a week to soothe their souls with soba noodle soups made with a dashi-based broth brightened by hints of yuzu.",https://s.hdnux.com/photos/0/0/0/30808171/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#soba-ichi-listing,16
2026,14,Joodooboo,joodooboo,Korean,$,1,East Bay,Oakland,4201 Market St.,"4201 Market St., Oakland, CA",37.83255,-122.273742,"Delicate. Subtle. Gentle. These are the words that tend to orbit discussions of Steve Joo’s cooking. Debuting in 2022, Joodooboo has transcended its humble origins as a banchan shop for freshly made dooboo (tofu) to become a singular expression of the softer side of Korean cooking.",https://s.hdnux.com/photos/0/0/0/30211998/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#joodooboo-listing,41
2026,15,True Laurel,true-laurel,American,$$,2,San Francisco,San Francisco,753 Alabama St.,"753 Alabama St., San Francisco, CA",37.759501,-122.411459,"Everyone knows True Laurel is a world-class bar. What everyone may not know is that True Laurel is also a superlative restaurant, worth visiting even if you only stick to water (but don’t do that).",https://s.hdnux.com/photos/0/0/0/30211965/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#true-laurel-listing,
2026,16,Friends Only,friends-only,Sushi,$$$$,4,San Francisco,San Francisco,1501 California St.,"1501 California St., San Francisco, CA",37.790592,-122.419252,"There’s no shortage of omakase restaurants in San Francisco, but only one made this list. Friends Only stands apart thanks to its focus on dry-aging, a technique that many sushi restaurants employ, but few with the same amount of zeal. When you enter the restaurant, you’ll see a refrigerator dedicated to the purpose — like Dr. Caligari’s cabinet, but with suspended fish instead of somnambulists.",https://s.hdnux.com/photos/0/0/0/30212001/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#friends-only-listing,27
2026,17,Benu,benu,Fine dining,$$$$,4,San Francisco,San Francisco,22 Hawthorne St.,"22 Hawthorne St., San Francisco, CA",37.785436,-122.399214,"When a restaurant’s calling card is as memorable as the one at Benu — a too-pretty to eat marinated mussel, whose insides are threaded with glass noodles and colorful bands of vegetables — there’s no need to change it. It’s a prelude to a meal marked by the obsessive, tweezered exactitude one would expect from an establishment that was San Francisco’s first restaurant to attain three Michelin stars, which it has held for more than a decade",https://s.hdnux.com/photos/0/0/0/30531476/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#benu-listing,17
2026,18,Quince,quince,Fine dining,$$$$,4,San Francisco,San Francisco,470 Pacific Ave.,"470 Pacific Ave., San Francisco, CA",37.797502,-122.403368,"The Tusks are on a roll. Their wine bar, Verjus, reopened a year and a half ago, and Bar Coto, their Milanese all-day café, is slated to debut later this year. But Quince, which underwent a deep-plane facelift in 2023, remains the center of their restaurant universe, a fine dining extravaganza that cocoons diners in both immaculate service and velvet upholstery in shades of fawn and sage.",https://s.hdnux.com/photos/0/0/0/30211980/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#quince-listing,20
2026,19,Tacos Oscar,tacos-oscar,Mexican,$,1,"East Bay, San Francisco",Oakland,420 40th St.,"420 40th St., Oakland, CA",37.828799,-122.260409,"The Bay Area has countless taquerias, but only one Tacos Oscar. The menu features neither carne asada nor super burritos. Instead, it offers tacos made with fluffy handmade tortillas and topped with things like crunchy, charred broccoli.",https://s.hdnux.com/photos/0/0/0/30808183/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#tacos-oscar-listing,11
2026,20,San Ho Won,san-ho-won,Korean,$$$,3,San Francisco,San Francisco,2170 Bryant St.,"2170 Bryant St., San Francisco, CA",37.759442,-122.410179,"San Francisco does not have a deep bench of Korean barbecue restaurants — for that, you have to head down to the South Bay — but what we do have is San Ho Won, Corey Lee and Jeong-In Hwang’s temple to all things grilled.",https://s.hdnux.com/photos/0/0/0/30808204/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#san-ho-won-listing,34
2026,21,Sons &amp; Daughters,sons-daughters,Fine dining,$$$$,4,San Francisco,San Francisco,2875 18th St,"2875 18th St, San Francisco, CA",37.761625,-122.410849,"Acidity is held in the highest regard at Sons & Daughters. Its deft use of house-made vinegars, of which there are many, accords luminosity throughout the marathon tasting menu. The restaurant recently moved to a new space in the Mission District, where the dining room is enveloped in wall-to-ceiling reclaimed Douglas fir and redwood like a boutique sauna, and the kitchen is four times larger than its former Nob Hill home.",https://s.hdnux.com/photos/0/0/0/30808209/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#sons-daughters-listing,24
